ID,类别,翎风名称,别名,语法签名,脚本入口,对象上下文,当前实现位置,兼容状态,已知差异,客户端依赖,数据依赖,真实语料使用次数,测试编号,说明书页面,负责人,最后复核日期,来源分类,来源相对页,说明书版本
LF-TOPIC-0107,问答,商铺购买不了元宝,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/常见问题解答,游戏引擎反外挂系统/常见问题解答/商铺购买不了元宝.html,LFM2-2026-08-15-snapshot
LF-TOPIC-0108,问答,套装属性体力恢复和魔法恢复百分比,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/常见问题解答,游戏引擎反外挂系统/常见问题解答/套装属性HP和MP恢复百分比.html,LFM2-2026-08-15-snapshot
LF-TOPIC-0109,问答,为什么我的沙城墙没血条,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/常见问题解答,游戏引擎反外挂系统/常见问题解答/为什么我的沙城墙没血条.htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0110,问答,为什么我的NPC不能买、卖、修理物品？,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/常见问题解答,游戏引擎反外挂系统/常见问题解答/为什么我的NPC不能买卖修理物品.htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0111,问答,为什么我原来数据库里的武器加速，现在乱了？,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/常见问题解答,游戏引擎反外挂系统/常见问题解答/为什么我原来数据库里的武器加速现在乱了.htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0112,问答,物品不能重叠,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/常见问题解答,游戏引擎反外挂系统/常见问题解答/物品不能重叠.html,LFM2-2026-08-15-snapshot
LF-TOPIC-0113,问答,血量显示不正确.htm,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/常见问题解答,游戏引擎反外挂系统/常见问题解答/血量显示不正确.htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0114,问答,自动吃背包的触发物品问题[!],,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/常见问题解答,游戏引擎反外挂系统/常见问题解答/自动吃背包的触发物品问题[!].htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0115,问答,组队热键.htm,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/常见问题解答,游戏引擎反外挂系统/常见问题解答/组队热键.htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0116,动作,按地图列表移动,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/按地图列表移动.htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0117,动作,按给定概率随机获取分割后的字符串,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/按给定概率随机获取分割后的字符串.htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0118,动作,把人物加入行会,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/把人物加入行会.html,LFM2-2026-08-15-snapshot
LF-TOPIC-0119,动作,把行会加入攻城列表,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/把行会加入攻城列表.html,LFM2-2026-08-15-snapshot
LF-TOPIC-0120,动作,百分比计算命令[!],,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/百分比计算命令.html,LFM2-2026-08-15-snapshot
LF-TOPIC-0121,动作,绑定给予的装备进行命令操作,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/绑定给予的装备进行命令操作.html,LFM2-2026-08-15-snapshot
LF-TOPIC-0122,动作,宝宝攻击触发,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/宝宝攻击触发.html,LFM2-2026-08-15-snapshot
LF-TOPIC-0123,动作,宝宝死亡触发,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/宝宝死亡触发.html,LFM2-2026-08-15-snapshot
LF-TOPIC-0124,动作,编组地图传送,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/编组地图传送[!].htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0125,动作,编组地图随机传送,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/编组地图随机传送[!].htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0126,动作,变量传递说明,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/变量传递说明.html,LFM2-2026-08-15-snapshot
LF-TOPIC-0127,动作,播放地图魔法特效（仅自己可见）,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/给自己播放地图魔法特效.html,LFM2-2026-08-15-snapshot
LF-TOPIC-0128,动作,播放人物效果,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/播放人物效果.html,LFM2-2026-08-15-snapshot
LF-TOPIC-0129,动作,播放网络MP3,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/播放网络MP3.htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0130,动作,播放音乐,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/播放音乐.html,LFM2-2026-08-15-snapshot
LF-TOPIC-0131,动作,不掉落身上装备,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/不掉落身上装备.htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0132,动作,查看人物/英雄装备,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/在线查看他人装备.htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0133,动作,称号系统,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/称号系统.htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0134,动作,创建文件,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/创建文件.html,LFM2-2026-08-15-snapshot
LF-TOPIC-0135,动作,从文件中随机取文本,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/从文件中随机取文本.htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0136,动作,从指定文件中删除字符串[!],,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/从指定文件中删除字符串[!].htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0137,动作,打开摆摊（个人商店）脚本命令,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/打开摆摊界面脚本命令.html,LFM2-2026-08-15-snapshot
LF-TOPIC-0138,动作,打开自定义NPC对话框,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/打开自定义NPC对话框.htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0139,动作,打开NPC大对话框[!],,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/打开NPC大对话框[!].htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0140,动作,打开OK对话框,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/打开OK对话框.html,LFM2-2026-08-15-snapshot
LF-TOPIC-0141,动作,打印个人标识,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/打印个人标识.html,LFM2-2026-08-15-snapshot
LF-TOPIC-0142,动作,地图缩小，吃鸡,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/吃鸡.html,LFM2-2026-08-15-snapshot
LF-TOPIC-0143,动作,调用安全区特效命令,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/调用安全区特效命令.html,LFM2-2026-08-15-snapshot
LF-TOPIC-0144,动作,调整宝宝等级,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/调整宝宝等级.htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0145,动作,调整暴击威力,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/设置调整暴击威力命令.html,LFM2-2026-08-15-snapshot
LF-TOPIC-0146,动作,调整暴击威力倍数命令,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/调整暴击威力倍数命令.htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0147,动作,调整背包负重,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/调整背包负重.html,LFM2-2026-08-15-snapshot
LF-TOPIC-0148,动作,调整合击怒气值,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/调整怒气值.htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0149,动作,调整技能等级(扩展),,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/调整技能等级.htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0150,动作,调整技能点数,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/调整技能点数.htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0151,动作,调整金刚石数量,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/调整金刚石数量.htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0152,动作,调整流星火雨伤害次数,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/调整流星火雨伤害次数.html,LFM2-2026-08-15-snapshot
LF-TOPIC-0153,动作,调整人物的荣誉值[!],,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/调整人物的荣誉值[!].htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0154,动作,调整人物会员等级,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/调整人物会员等级.htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0155,动作,调整人物会员类型,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/调整人物会员类型.htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0156,动作,调整人物金币数量,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/调整人物金币数量.htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0157,动作,调整人物属性,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/调整人物属性.html,LFM2-2026-08-15-snapshot
LF-TOPIC-0158,动作,调整人物属性百分比,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/调整人物属性百分比.htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0159,动作,调整人物游戏点数,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/调整人物游戏点.htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0160,动作,调整声望点,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/调整人物声望点.htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0161,动作,调整属性点,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/调整人物属性点.htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0162,动作,调整物品名字颜色,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/调整物品名字颜色.htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0163,动作,调整物品新增属性,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/调整物品新增属性.html,LFM2-2026-08-15-snapshot
LF-TOPIC-0164,动作,调整物品新增属性,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/调整物品新增属性扩展.html,LFM2-2026-08-15-snapshot
LF-TOPIC-0165,动作,调整行会可以容纳最多成员,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/调整行会可以容纳最多成员.html,LFM2-2026-08-15-snapshot
LF-TOPIC-0166,动作,调整行会人数上限[!],,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/调整行会人数上限[!].htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0167,动作,调整修改下次攻击伤害比例,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/调整修改下次攻击伤害比例.html,LFM2-2026-08-15-snapshot
LF-TOPIC-0168,动作,调整英雄职业[!],,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/调整英雄职业[!].htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0169,动作,调整游戏速度,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/调整游戏速度.html,LFM2-2026-08-15-snapshot
LF-TOPIC-0170,动作,调整装备升级次数[!],,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/调整装备升级次数[!].htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0171,动作,"读写配置项,读写ini配置项",,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/读写配置项.html,LFM2-2026-08-15-snapshot
LF-TOPIC-0172,动作,多元数组元素变量,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/元素变量.html,LFM2-2026-08-15-snapshot
LF-TOPIC-0173,动作,发送屏幕滚动信息,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/发送屏幕滚动信息.html,LFM2-2026-08-15-snapshot
LF-TOPIC-0174,动作,发送屏幕中间大字体信息,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/发送屏幕中间大字体信息[!].htm,LFM2-2026-08-15-snapshot
LF-TOPIC-0175,动作,发送文字信息,,,,,,?,待逐页核对正文,待核对,待核对,0,,,未分配,,游戏引擎反外挂系统/功能操作命令,游戏引擎反外挂系统/功能操作命令/发送文字信息.htm,LFM2-2026-08-15-snapshot
